t,value,y_true,anomaly_type
117,24.45200956569415,0,normal
118,25.102993245934588,0,normal
119,24.38550554516461,0,normal
120,24.090767669617918,0,normal
121,24.590748194765712,0,normal
122,24.625859932836672,0,normal
123,25.100311293814766,0,normal
124,24.909407095138324,0,normal
125,24.73678832557352,0,normal
126,25.197988980067567,0,normal
127,24.155740785419095,0,normal
128,24.3938734858439,0,normal
129,24.297621369682513,0,normal
130,24.530754676027367,0,normal
131,24.154379842261893,0,normal
132,24.977438887134227,0,normal
133,24.65276179098228,0,normal
134,24.17154851987034,0,normal
135,24.371807032614992,0,normal
136,24.921558945222703,0,normal
137,25.149465543410873,0,normal
138,25.630915207967544,0,normal
139,26.015721854940004,0,normal
140,25.033840399510076,0,normal
141,24.490106535506754,0,normal
142,24.050893488484398,0,normal
143,25.028531524235817,0,normal
144,24.613949823338235,0,normal
145,24.790606726634927,0,normal
146,24.729477991910557,0,normal
147,24.935510814953407,0,normal
148,25.435672763630855,0,normal
149,25.089496311637053,0,normal
150,24.98056154356146,0,normal
151,24.647034621264144,0,normal
152,24.408645309857658,0,normal
153,24.90115908291984,0,normal
154,25.091274051749657,0,normal
155,25.837004604130026,0,normal
156,25.19892843050501,0,normal
157,25.556840502777362,0,normal
158,24.980892306417605,0,normal
159,24.723438336669446,0,normal
160,24.82811356576197,0,normal
161,24.940753083511627,0,normal
162,26.098853134624985,0,normal
163,24.935470479512748,0,normal
164,25.615918604224852,0,normal
165,24.9357873709322,0,normal
166,25.68596000178394,0,normal
167,25.48362066089096,0,normal
168,25.28323120606439,0,normal
169,25.345763748941383,0,normal
170,25.116272071017654,0,normal
171,25.572670108257544,0,normal
172,25.228237297065068,0,normal
173,24.935912923902674,0,normal
174,24.930839515407587,0,normal
175,25.52684350155575,0,normal
176,26.105172799303602,0,normal
177,25.55319477797111,0,normal
178,25.457338213277524,0,normal
179,25.63465268923197,0,normal
180,26.05818460261547,0,normal
181,25.63893126755086,0,normal
182,25.402134131215192,0,normal
183,26.024279367813897,0,normal
184,25.768457132633458,0,normal
185,26.226379151541618,0,normal
186,25.700423963283534,0,normal
187,25.152326958946023,0,normal
188,25.109765939508698,0,normal
189,26.332246220070928,0,normal
190,26.37611686125283,0,normal
191,25.629548229898898,0,normal
192,25.562715865599245,0,normal
193,26.315132647760933,0,normal
194,25.302229775572062,0,normal
195,25.40157906314589,0,normal
196,26.0311508412117,0,normal
197,25.630256483887525,0,normal
198,25.800256081312124,0,normal
199,25.751061578391727,0,normal
200,25.965529812892242,0,normal
201,26.407481071559452,0,normal
202,25.894637435254854,0,normal
203,26.129820682166116,0,normal
204,25.06594430020578,0,normal
205,25.880219776914583,0,normal
206,25.576034787256035,0,normal
207,25.439346930234272,0,normal
208,25.589081710151,0,normal
209,25.82008877021667,0,normal
210,26.33341938506525,0,normal
211,25.44974598113284,0,normal
212,26.00572459171868,0,normal
213,25.812897123455205,0,normal
214,25.888512287563525,0,normal
215,26.433624762570368,0,normal
216,26.260631146676307,0,normal
217,26.59313054169105,0,normal
218,26.009078097859415,0,normal
219,25.805134897806777,0,normal
220,26.006522250248317,0,normal
221,26.20554035066375,0,normal
222,26.191568619824896,0,normal
223,25.69950323896482,0,normal
224,26.181694886537468,0,normal
225,26.24895189356829,0,normal
226,27.1767326142383,0,normal
227,26.93248390152924,0,normal
228,25.85237216617026,0,normal
229,26.090559775757846,0,normal
230,25.63189987277407,0,normal
231,25.992677136267805,0,normal
232,26.36680470444049,0,normal
233,26.734426184444217,0,normal
234,25.971892286673018,0,normal
235,26.013227166226503,0,normal
236,25.427248669392874,0,normal
237,26.232294855955967,0,normal
238,25.883510593019363,0,normal
239,26.107733699519994,0,normal
240,25.97971604098849,0,normal
241,26.303623772966912,0,normal
242,25.649023234267954,0,normal
243,25.77599943720759,0,normal
244,27.22513626939719,0,normal
245,25.869005023805702,0,normal
246,25.955712998594638,0,normal
247,27.139562157911005,0,normal
248,27.57710927643524,0,normal
249,25.956657369118407,0,normal
250,26.288101805398117,0,normal
251,26.582056538915996,0,normal
252,27.146861678704077,0,normal
253,26.070503274573277,0,normal
254,26.37691344741106,0,normal
255,26.795652904754807,0,normal
256,26.66823221683804,0,normal
257,26.353385712565345,0,normal
258,26.459755569276222,0,normal
259,25.972677126146067,0,normal
260,26.436630548704496,0,normal
261,26.434523373121827,0,normal
262,26.643038199122106,0,normal
263,26.337044608135617,0,normal
264,26.756709363897727,0,normal
265,26.98201177828072,0,normal
266,26.64784154743745,0,normal
267,26.73502944743751,0,normal
268,26.62415862851557,0,normal
269,26.611412226699937,0,normal
270,26.331149449139293,0,normal
271,26.75467661364604,0,normal
272,26.597382411246322,0,normal
273,27.481694254598523,0,normal
274,27.281810356455775,0,normal
275,26.814759911881037,0,normal
276,26.363062581941435,0,normal
277,26.231096181858913,0,normal
278,27.160204238588648,0,normal
279,26.796443869671272,0,normal
280,26.890909354175076,0,normal
281,26.008435959269956,0,normal
282,27.08457451475083,0,normal
283,26.902606292805224,0,normal
284,26.28381504867524,0,normal
285,26.546436557828883,0,normal
286,26.847502379995827,0,normal
287,26.769880961462995,0,normal
288,26.638814107154346,0,normal
289,26.720985079878897,0,normal
290,26.66819658023616,0,normal
291,26.836528893793588,0,normal
292,27.370526124567995,0,normal
293,25.761600372096,0,normal
294,26.699766901870426,0,normal
295,26.871263962700844,0,normal
296,26.925117186677543,0,normal
297,26.66392284973972,0,normal
298,26.115877441940572,0,normal
299,26.955550090407485,0,normal
300,27.52098588377768,0,normal
301,26.222103188158815,0,normal
302,27.186688851814257,0,normal
303,26.715165292617947,0,normal
304,26.82737111527067,0,normal
305,26.43597455589584,0,normal
306,26.728492133046032,0,normal
307,27.387340519070715,0,normal
308,27.105340198499036,0,normal
309,27.570065411373207,0,normal
310,27.3528753467463,0,normal
311,27.06222214832967,0,normal
312,27.588745147469478,0,normal
313,27.07125934814046,0,normal
314,27.23125490493408,0,normal
315,26.78573552060227,0,normal
316,26.935193132470893,0,normal
317,26.633722737085215,0,normal
318,27.31254977832438,0,normal
319,26.449325094541067,0,normal
320,27.23742334647255,0,normal
321,26.85196570562166,0,normal
322,27.400374067295306,0,normal
323,27.235778039404774,0,normal
324,27.66715016603441,0,normal
325,27.234568817683147,0,normal
326,26.316715992326063,0,normal
327,26.92192983160574,0,normal
328,26.48299302222548,0,normal
329,26.747474494432346,0,normal
330,27.562174013513076,0,normal
331,27.215497994979874,0,normal
332,26.683619697886222,0,normal
333,26.560317838198472,0,normal
334,26.98143600442233,0,normal
335,26.484122909136925,0,normal
336,26.704620032549403,0,normal
337,27.10011443543061,0,normal
338,27.439575250723017,0,normal
339,27.22300006009642,0,normal
340,26.06492990924171,0,normal
341,27.10504781521202,0,normal
342,27.01387509795867,0,normal
343,27.152283428535394,0,normal
344,27.63478190173738,0,normal
345,26.164478472137787,0,normal
346,26.75471317758845,0,normal
347,27.228802826348534,0,normal
348,26.360993247324622,0,normal
349,27.58510627386838,0,normal
350,27.143069864100664,0,normal
351,27.335266275540977,0,normal
352,26.769065559375647,0,normal
353,27.323663707947826,0,normal
354,27.426166913940065,0,normal
355,27.092454399009966,0,normal
356,27.093493277305882,0,normal
357,27.108204766916057,0,normal
358,26.654968731647326,0,normal
359,26.941439542618642,0,normal
360,26.939490987019056,0,normal
361,27.153811338233957,0,normal
362,27.400242091862754,0,normal
363,26.576661371745335,0,normal
364,26.949740419209682,0,normal
365,27.59189929890758,0,normal
366,26.70135966668609,0,normal
367,26.669277669489656,0,normal
368,27.07838772293907,0,normal
369,27.334411757397742,0,normal
370,27.000325419022438,0,normal
371,27.526341446377327,0,normal
372,27.336381933466143,0,normal
373,27.329204435098326,0,normal
374,27.212840037083417,0,normal
375,27.920876689664784,0,normal
376,26.906277797974926,0,normal
377,26.185365619781933,0,normal
378,27.626813413272494,0,normal
379,26.800274128994968,0,normal
380,27.024653445973716,0,normal
381,27.503374078484185,0,normal
382,26.33660773096788,0,normal
383,26.474715650056545,0,normal
384,26.332631635327157,0,normal
385,26.653161897323653,0,normal
386,27.144250031900846,0,normal
387,27.17555492189974,0,normal
388,27.073779318826922,0,normal
389,26.395458672619405,0,normal
390,26.03372459888266,0,normal
391,26.97661397664612,0,normal
392,26.763174374696963,0,normal
393,27.13255707611833,0,normal
394,27.226407989520315,0,normal
395,26.997652736273384,0,normal
396,27.24304493712603,0,normal
397,27.02721777133608,0,normal
398,27.14400666770452,0,normal
399,26.646465156809104,0,normal
400,26.852749755084012,0,normal
401,26.99947087133868,0,normal
402,27.245044261320075,0,normal
403,26.75531524195994,0,normal
404,27.117163930642274,0,normal
405,26.798153385250004,0,normal
406,26.853170545061783,0,normal
407,27.227600257010327,0,normal
408,26.094080521914034,0,normal
409,26.368134656639047,0,normal
410,26.28917532106698,0,normal
411,25.943835987936577,0,normal
412,26.601116770086325,0,normal
413,27.16724346330445,0,normal
414,26.748470975435353,0,normal
415,26.936402770731938,0,normal
416,27.28774340784208,0,normal
417,27.377808168107517,0,normal
418,26.813663583555638,0,normal
419,27.377245994841918,0,normal
420,26.86706312815232,0,normal
421,26.4895620518353,0,normal
422,26.58097823627473,0,normal
423,26.22064907724223,0,normal
424,26.451643827087022,0,normal
425,26.657632874477653,0,normal
426,27.116124348759072,0,normal
427,27.476757792046023,0,normal
428,26.229245618108806,0,normal
429,26.932826542923234,0,normal
430,26.352964400300344,0,normal
431,26.952456444712784,0,normal
432,26.703447921200677,0,normal
433,26.01673468955926,0,normal
434,27.11353985043617,0,normal
435,26.493254529018703,0,normal
436,26.51463833820272,0,normal
437,26.293151081892493,0,normal
438,26.4521024781192,0,normal
439,26.877645974782045,0,normal
440,26.623376478666092,0,normal
441,26.823033980525413,0,normal
442,26.828743576702415,0,normal
443,27.204555988419106,0,normal
444,26.531404338806922,0,normal
445,26.069914275231255,0,normal
446,27.079596250983364,0,normal
447,26.51207332885405,0,normal
448,27.08237847288711,0,normal
449,26.781676976471932,0,normal
450,26.567567650475095,0,normal
451,26.75114160485967,0,normal
452,27.383557069090497,0,normal
453,27.425377429032658,0,normal
454,26.613683381534287,0,normal
455,26.641265577368507,0,normal
456,26.998856684532893,0,normal
457,26.22118052700073,0,normal
458,26.68367061454113,0,normal
459,26.531008229943865,0,normal
460,26.65774110865516,0,normal
461,26.189568482669856,0,normal
462,25.877741091092382,0,normal
463,25.67494087777198,0,normal
464,26.047661030744436,0,normal
465,26.30153942702104,0,normal
466,26.358042395572845,0,normal
467,27.2404357931386,0,normal
468,26.89807996890476,0,normal
469,26.060900649780923,0,normal
470,26.57479032464927,0,normal
471,26.262761059441747,0,normal
472,26.301647984634158,0,normal
473,26.479240895237524,0,normal
474,26.642412343433318,0,normal
475,26.24859010720616,0,normal
476,26.799300259901834,0,normal
477,25.906367244907027,0,normal
478,26.354977993533293,0,normal
479,27.38072884086182,0,normal
480,26.42002558263897,0,normal
481,26.893131384220002,0,normal
482,26.34542331792136,0,normal
483,26.53001372897252,0,normal
484,26.263795447975706,0,normal
485,26.207069932010164,0,normal
486,25.952082863080292,0,normal
487,26.424558057449723,0,normal
488,25.9003033828856,0,normal
489,26.495552369711906,0,normal
490,26.65175258639835,0,normal
491,26.3524895721613,0,normal
492,26.079536679638178,0,normal
493,26.363701733184495,0,normal
494,26.04664599922839,0,normal
495,26.532254411698787,0,normal
496,25.41331431797805,0,normal
497,25.999396076166263,0,normal
498,25.324997811727147,0,normal
499,25.51090341317549,0,normal
500,26.64199955781497,0,normal
501,26.441977601930404,0,normal
502,25.783482720689904,0,normal
503,25.457567138519813,0,normal
504,24.859973436738073,0,normal
505,25.81552620705325,0,normal
506,26.98815308576283,0,normal
507,26.180926938707426,0,normal
508,25.770054191372225,0,normal
509,26.16674904091768,0,normal
510,25.34309169359173,0,normal
511,25.835228245862385,0,normal
512,25.98055586835102,0,normal
513,25.892856893675305,0,normal
514,26.23007712182699,0,normal
515,26.03799578373661,0,normal
516,26.15377688119472,0,normal
517,25.59733236307418,0,normal
518,26.217968524747267,0,normal
519,26.496504772750228,0,normal
520,25.44288462995655,0,normal
521,25.46180769773793,0,normal
522,26.33706856252825,0,normal
523,25.712013716131114,0,normal
524,26.33580423571826,0,normal
525,25.58291391930468,0,normal
526,26.327527390008854,0,normal
527,25.78361314647512,0,normal
528,25.81974899004938,0,normal
529,26.327712568324348,0,normal
530,25.542414604184064,0,normal
531,25.29590120880844,0,normal
532,25.4780817137734,0,normal
533,25.823528707447036,0,normal
534,25.0013098928559,0,normal
535,25.86755122691478,0,normal
536,25.381934919090604,0,normal
537,26.04138061475003,0,normal
538,24.609295346032944,0,normal
539,25.23704917918587,0,normal
540,24.861696645439096,0,normal
541,25.19033322462315,0,normal
542,25.604365459720608,0,normal
543,25.418015815695163,0,normal
544,25.372696380271336,0,normal
545,25.394648274803764,0,normal
546,25.52388650805008,0,normal
547,25.023260257076778,0,normal
548,25.693492767783223,0,normal
549,25.659832615818903,0,normal
550,25.532730102029632,0,normal
551,25.585212692051623,0,normal
552,25.464986898784424,0,normal
553,26.14420570665215,0,normal
554,25.279032017102125,0,normal
555,25.17466662149985,0,normal
556,24.979656335031805,0,normal
557,24.85166730519359,0,normal
558,24.75022652661049,0,normal
559,24.875877361811337,0,normal
560,25.186443673549647,0,normal
561,25.331692227968677,0,normal
562,25.20162848036524,0,normal
563,24.85809447628514,0,normal
564,25.507459114190507,0,normal
565,25.426167152062895,0,normal
566,25.049499971330402,0,normal
567,24.83509078868329,0,normal
568,25.2984674338491,0,normal
569,25.137066112944467,0,normal
570,24.46534790794425,0,normal
571,25.000070893376265,0,normal
572,25.114683885034438,0,normal
573,24.632540921591527,0,normal
574,25.050848513113902,0,normal
575,24.37541785882591,0,normal
576,25.474200701467236,0,normal
577,25.421229711099834,0,normal
578,24.803310622611292,0,normal
579,25.03191185198846,0,normal
580,23.904718950990837,0,normal
581,24.38825169331983,0,normal
582,24.715327949896647,0,normal
583,24.385981152126824,0,normal
584,25.08253422151711,0,normal
585,25.577582277397205,0,normal
586,24.289852927677458,0,normal
587,24.407296063743267,0,normal
588,24.81819118906577,0,normal
589,25.350136871795375,0,normal
590,24.198367761162604,0,normal
591,24.768507861834166,0,normal
592,25.37893808371349,0,normal
593,23.971189570098755,0,normal
594,24.100890140841408,0,normal
595,24.425250037107162,0,normal
596,24.367782787185885,0,normal
597,24.882335112153385,0,normal
598,24.635186258287415,0,normal
599,23.809717005815227,0,normal
600,24.706997494493656,0,normal
601,24.250901685656004,0,normal
602,24.972732798404945,0,normal
603,24.192908692910006,0,normal
604,24.17024087687968,0,normal
605,24.622236766696528,0,normal
606,24.691806060899484,0,normal
607,24.546681137054254,0,normal
608,23.673963331419976,0,normal
609,24.54413221093019,0,normal
610,23.895867067727632,0,normal
611,24.3843286313312,0,normal
612,23.70130872453811,0,normal
613,24.429872453093296,0,normal
614,23.909202281603875,0,normal
615,23.699243757657467,0,normal
616,24.478239344093904,0,normal
617,24.269741040137227,0,normal
618,23.907823096817648,0,normal
619,24.71417496133794,0,normal
620,23.93769145118671,0,normal
621,24.107004257275513,0,normal
622,24.18189548124153,0,normal
623,23.806593167193718,0,normal
624,24.223004399405642,0,normal
625,23.801220565983353,0,normal
626,23.829959460184195,0,normal
627,24.519647171176008,0,normal
628,23.538293443663623,0,normal
629,22.96931628692342,0,normal
630,24.55866695983021,0,normal
631,24.913850656693853,0,normal
632,23.711803038677605,0,normal
633,23.078931137967775,0,normal
634,23.709193098698663,0,normal
635,23.698582955926685,0,normal
636,23.716753544650935,0,normal
637,23.32698469544206,0,normal
638,23.98374747439904,0,normal
639,23.9412757355019,0,normal
640,23.11322735758951,0,normal
641,23.970152560472368,0,normal
642,24.49099995561388,0,normal
643,23.718130414844314,0,normal
644,23.49380515190283,0,normal
645,23.551291874086136,0,normal
646,23.833523211035107,0,normal
647,22.874449001326973,0,normal
648,23.61174125306566,0,normal
649,23.369037304243818,0,normal
650,24.243561780481564,0,normal
651,23.413942948022537,0,normal
652,24.129919123617046,0,normal
653,23.000392006002087,0,normal
654,23.655888723574066,0,normal
655,23.527814897893673,0,normal
656,23.031478991050196,0,normal
657,23.429073195180145,0,normal
658,23.822113304012817,0,normal
659,23.186554668353015,0,normal
660,22.618226832511365,0,normal
661,23.266902665992216,0,normal
662,22.891850226799647,0,normal
663,23.094750923012747,0,normal
664,23.17789659234651,0,normal
665,22.50709218633577,0,normal
666,22.521888483551255,0,normal
667,23.33975507771117,0,normal
668,22.91659557102923,0,normal
669,22.078518605045947,0,normal
670,23.397066239889327,0,normal
671,23.170768207336373,0,normal
672,22.754941857807538,0,normal
673,22.492411393499815,0,normal
674,23.332098941722837,0,normal
675,23.11612935910481,0,normal
676,23.908024778845242,0,normal
677,23.10163589731143,0,normal
678,23.06720055063221,0,normal
679,22.823889610881338,0,normal
680,23.19589567965941,0,normal
681,23.09772743307772,0,normal
682,23.326875254951695,0,normal
683,22.596132271675327,0,normal
684,22.60895933602357,0,normal
685,22.569927051473684,0,normal
686,23.056320521897423,0,normal
687,23.317767052741257,0,normal
688,22.513284863096164,0,normal
689,22.505302104695822,0,normal
690,22.77922018398151,0,normal
691,22.533649967896213,0,normal
692,22.991129289392802,0,normal
693,21.68793857104157,0,normal
694,22.236297938961666,0,normal
695,22.23233311845302,0,normal
696,21.595466578050477,0,normal
697,22.116452985868413,0,normal
698,22.114135760707192,0,normal
699,22.378037064842815,0,normal
700,22.881937292624624,0,normal
701,22.31699038819585,0,normal
702,21.980944990530766,0,normal
703,22.348737023380476,0,normal
704,22.769429595074943,0,normal
705,21.93761128637142,0,normal
706,21.941993299661263,0,normal
707,22.50786546597102,0,normal
708,22.174048668255733,0,normal
709,22.49986924111273,0,normal
710,22.21362433121967,0,normal
711,22.477952038031173,0,normal
712,21.761455126785133,0,normal
713,22.14884898351158,0,normal
714,22.047600402460773,0,normal
715,21.623711111086706,0,normal
716,21.462865297483386,0,normal
717,22.340743425299923,0,normal
718,21.9042489468269,0,normal
719,21.61390304487591,0,normal
720,21.96252842523067,0,normal
721,22.430392385404875,0,normal
722,21.045074962137143,0,normal
723,21.336900712848617,0,normal
724,21.544588946611032,0,normal
725,22.476404065959773,0,normal
726,21.983158384961687,0,normal
727,22.155244052357595,0,normal
728,21.370449259948117,0,normal
729,21.35689907109645,0,normal
730,21.96204243875129,0,normal
731,21.784434367545238,0,normal
732,21.9588324129976,0,normal
733,21.64248572136729,0,normal
734,21.80703423735201,0,normal
735,21.73725282114466,0,normal
736,21.96334680913557,0,normal
737,21.953284472911903,0,normal
738,20.960780723604067,0,normal
739,20.688077929191525,0,normal
740,21.96594722310009,0,normal
741,22.01861111065443,0,normal
742,21.1135525851491,0,normal
743,20.756157473765814,0,normal
744,21.518004945397944,0,normal
745,21.82903563850261,0,normal
746,22.154057851245305,0,normal
747,21.619869541551395,0,normal
748,21.243005493228875,0,normal
749,21.012793183464687,0,normal
750,21.35299122223467,0,normal
751,21.207082522632838,0,normal
752,20.899151777352593,0,normal
753,22.103084983722752,0,normal
754,21.97606752740302,0,normal
755,21.694851153583702,0,normal
756,20.850537515675196,0,normal
757,21.53934629058867,0,normal
758,21.431665312273548,0,normal
759,21.331324897103162,0,normal
760,21.632680774038413,0,normal
761,21.365487674219743,0,normal
762,21.385886400394334,0,normal
763,21.32320205552743,0,normal
764,21.18333269742923,0,normal
765,20.312166438033685,0,normal
766,21.03767264776713,0,normal
767,20.76037973853724,0,normal
768,20.449571829521865,0,normal
769,21.612906342493655,0,normal
770,21.61046951110821,0,normal
771,21.441271898344077,0,normal
772,20.97840231724525,0,normal
773,21.395321704880104,0,normal
774,20.838669452961202,0,normal
775,20.89376583801714,0,normal
776,20.354079751594647,0,normal
777,20.92910922332124,0,normal
778,20.77333490665312,0,normal
779,20.207011356683022,0,normal
780,20.68650926309409,0,normal
781,20.654036824389628,0,normal
782,21.383918697377684,0,normal
783,21.001570582079996,0,normal
784,20.627480285440477,0,normal
785,20.70146013154325,0,normal
786,20.598699894388737,0,normal
787,20.47894612096689,0,normal
788,20.10626504187545,0,normal
789,20.457967207412704,0,normal
790,20.19912892203985,0,normal
791,19.976650900401797,0,normal
792,20.660503753944276,0,normal
793,20.591788220443433,0,normal
794,19.699896491205084,0,normal
795,20.344832985152813,0,normal
796,20.771545337629743,0,normal
797,20.776343213689035,0,normal
798,20.742408774318577,0,normal
799,20.327091414966173,0,normal
800,19.95299226329511,0,normal
801,19.837047683669315,0,normal
802,20.387918944491695,0,normal
803,20.381372101535263,0,normal
804,20.72420936358219,0,normal
805,20.628919724273878,0,normal
806,20.11572184821049,0,normal
807,19.650651294239804,0,normal
808,20.0004466163383,0,normal
809,20.19477300227316,0,normal
810,20.00687454001879,0,normal
811,19.836413937473726,0,normal
812,20.14862606131937,0,normal
813,19.825826788181086,0,normal
814,19.756158777439175,0,normal
815,20.111979628872135,0,normal
816,19.80665308590265,0,normal
817,20.045182214746177,0,normal
818,20.03695150697077,0,normal
819,19.452067211876226,0,normal
820,19.695551130639227,0,normal
821,20.443407354237074,0,normal
822,19.38375437753147,0,normal
823,18.982254988945257,0,normal
824,19.064550649202054,0,normal
825,19.801346360868994,0,normal
826,19.782525067886258,0,normal
827,19.703612063753887,0,normal
828,20.21687343287367,0,normal
829,18.642648040062927,0,normal
830,19.85078326137494,0,normal
831,20.29765684576254,0,normal
832,19.202685435669416,0,normal
833,19.482636003804274,0,normal
834,19.31420776514384,0,normal
835,19.238477459194275,0,normal
836,19.44660820787021,0,normal
837,20.129050405989027,0,normal
838,20.274000758566565,0,normal
839,19.385707069385678,0,normal
840,20.263190752292456,0,normal
841,19.496528761121777,0,normal
842,20.164954040321355,0,normal
843,19.407385943086673,0,normal
844,19.47840497809041,0,normal
845,19.553497109365637,0,normal
846,20.66022364816727,0,normal
847,19.71062100056746,0,normal
848,19.068675644631167,0,normal
849,19.72070573519895,0,normal
850,19.1699494989877,0,normal
851,19.10040951444399,0,normal
852,19.641428702215045,0,normal
853,19.272152809731118,0,normal
854,19.35293155035554,0,normal
855,19.22893042364811,0,normal
856,19.33985762217733,0,normal
857,19.357151998276894,0,normal
858,18.394373708960337,0,normal
859,19.417838310017856,0,normal
860,18.740504494757097,0,normal
861,18.538550228923402,0,normal
862,19.07431794612405,0,normal
863,19.11354268424972,0,normal
864,18.784871272708724,0,normal
865,19.377065890138166,0,normal
866,18.490218777472705,0,normal
867,18.84680366430435,0,normal
868,18.758180785822113,0,normal
869,18.956102096094238,0,normal
870,19.068946902148628,0,normal
871,18.536966142200555,0,normal
872,19.212616805465313,0,normal
873,18.93094370078471,0,normal
874,18.131862204376027,0,normal
875,18.088161340698672,0,normal
876,18.849686994245754,0,normal
877,18.749304485628432,0,normal
878,18.779460297625775,0,normal
879,18.792832840818324,0,normal
880,18.8775081095936,0,normal
881,19.149663556835613,0,normal
882,18.30954279798206,0,normal
883,18.26863898941496,0,normal
884,18.28360308967029,0,normal
885,18.820066758033807,0,normal
886,19.186109265935446,0,normal
887,18.49928783914447,0,normal
888,17.65490036387518,0,normal
889,17.957803540004733,0,normal
890,18.290070383914408,0,normal
891,18.384142217337203,0,normal
892,18.42789163767451,0,normal
893,18.590757775338353,0,normal
894,18.43477025586892,0,normal
895,18.963413620861573,0,normal
896,18.257545669876915,0,normal
897,18.167366350334714,0,normal
898,18.688251116131152,0,normal
899,17.866918160860823,0,normal
900,18.62159277619526,0,normal
901,18.491345784262972,0,normal
902,18.376023536039604,0,normal
903,19.0550548924031,0,normal
904,18.155673575744416,0,normal
905,19.2135564023553,0,normal
906,18.284213898580656,0,normal
907,17.848598294822132,0,normal
908,18.372460435413192,0,normal
909,17.899151872694066,0,normal
910,18.01417486571287,0,normal
911,18.458987960349816,0,normal
912,18.507775374739747,0,normal
913,18.022114100145355,0,normal
914,18.65145289851799,0,normal
915,18.7050748991469,0,normal
916,18.802245023733683,0,normal
917,18.425214052041152,0,normal
918,18.74461665683413,0,normal
919,17.43279466878662,0,normal
920,18.0438929427315,0,normal
921,17.810267903769997,0,normal
922,18.19084798306791,0,normal
923,17.90073903635482,0,normal
924,18.049090389268585,0,normal
925,18.854732258839434,0,normal
926,18.02035740828089,0,normal
927,18.240219772472365,0,normal
928,17.968327388885584,0,normal
929,18.078127724241295,0,normal
930,18.03693163738492,0,normal
